STATE_NAME,STATE,COUNTY,COUNTY_CODE,YEAR,POPULATION,DEATHS
GEORGIA,GA,GWINNETT COUNTY,13135,2011,822407,45
GEORGIA,GA,GWINNETT COUNTY,13135,2012,822407,47
GEORGIA,GA,GWINNETT COUNTY,13135,2013,836854,50
GEORGIA,GA,GWINNETT COUNTY,13135,2014,853496,59
GEORGIA,GA,GWINNETT COUNTY,13135,2015,871052,102
GEORGIA,GA,HALL COUNTY,13139,2004,156385,14
GEORGIA,GA,HALL COUNTY,13139,2005,160979,10
GEORGIA,GA,HALL COUNTY,13139,2006,166524,12
GEORGIA,GA,HALL COUNTY,13139,2007,172446,12
GEORGIA,GA,HALL COUNTY,13139,2008,177277,14
GEORGIA,GA,HALL COUNTY,13139,2009,178503,14
GEORGIA,GA,HALL COUNTY,13139,2010,180070,22
GEORGIA,GA,HALL COUNTY,13139,2011,182299,23
GEORGIA,GA,HALL COUNTY,13139,2012,182299,21
GEORGIA,GA,HALL COUNTY,13139,2013,184136,20
GEORGIA,GA,HALL COUNTY,13139,2014,186459,22
GEORGIA,GA,HALL COUNTY,13139,2015,189156,19
GEORGIA,GA,HARALSON COUNTY,13143,2007,28558,13
GEORGIA,GA,HARALSON COUNTY,13143,2009,28774,11
GEORGIA,GA,HARALSON COUNTY,13143,2010,28763,14
GEORGIA,GA,HENRY COUNTY,13151,2005,169607,11
GEORGIA,GA,HENRY COUNTY,13151,2006,180304,17
GEORGIA,GA,HENRY COUNTY,13151,2007,188736,10
GEORGIA,GA,HENRY COUNTY,13151,2008,194658,19
GEORGIA,GA,HENRY COUNTY,13151,2009,199622,27
GEORGIA,GA,HENRY COUNTY,13151,2010,205042,21
GEORGIA,GA,HENRY COUNTY,13151,2011,206934,26
GEORGIA,GA,HENRY COUNTY,13151,2012,206934,16
GEORGIA,GA,HENRY COUNTY,13151,2013,208047,21
GEORGIA,GA,HENRY COUNTY,13151,2014,210089,25
GEORGIA,GA,HENRY COUNTY,13151,2015,213059,25
GEORGIA,GA,JACKSON COUNTY,13157,2004,48288,12
GEORGIA,GA,JACKSON COUNTY,13157,2009,60052,11
GEORGIA,GA,JACKSON COUNTY,13157,2011,60985,10
GEORGIA,GA,JACKSON COUNTY,13157,2012,60985,11
GEORGIA,GA,JACKSON COUNTY,13157,2013,60860,12
GEORGIA,GA,JACKSON COUNTY,13157,2015,62125,15
GEORGIA,GA,MADISON COUNTY,13195,2014,28213,12
GEORGIA,GA,MURRAY COUNTY,13213,2008,39869,11
GEORGIA,GA,MURRAY COUNTY,13213,2010,39532,10
GEORGIA,GA,MURRAY COUNTY,13213,2011,39363,15
GEORGIA,GA,MURRAY COUNTY,13213,2012,39363,10
GEORGIA,GA,MURRAY COUNTY,13213,2013,39311,10
GEORGIA,GA,MURRAY COUNTY,13213,2014,39173,10
GEORGIA,GA,MUSCOGEE COUNTY,13215,2003,180838,13
GEORGIA,GA,MUSCOGEE COUNTY,13215,2008,184763,11
GEORGIA,GA,MUSCOGEE COUNTY,13215,2009,188796,14
GEORGIA,GA,MUSCOGEE COUNTY,13215,2010,191122,23
GEORGIA,GA,MUSCOGEE COUNTY,13215,2011,195340,21
GEORGIA,GA,MUSCOGEE COUNTY,13215,2012,195340,21
GEORGIA,GA,MUSCOGEE COUNTY,13215,2013,199077,11
GEORGIA,GA,MUSCOGEE COUNTY,13215,2014,203370,21
GEORGIA,GA,MUSCOGEE COUNTY,13215,2015,200746,14
GEORGIA,GA,NEWTON COUNTY,13217,2007,95699,10
GEORGIA,GA,NEWTON COUNTY,13217,2009,99494,13
GEORGIA,GA,NEWTON COUNTY,13217,2011,100446,10
GEORGIA,GA,NEWTON COUNTY,13217,2013,100965,10
GEORGIA,GA,NEWTON COUNTY,13217,2015,103470,12
GEORGIA,GA,PAULDING COUNTY,13223,2004,106350,12
GEORGIA,GA,PAULDING COUNTY,13223,2006,122635,18
GEORGIA,GA,PAULDING COUNTY,13223,2007,131172,20
GEORGIA,GA,PAULDING COUNTY,13223,2008,137066,18
GEORGIA,GA,PAULDING COUNTY,13223,2009,140761,22
GEORGIA,GA,PAULDING COUNTY,13223,2010,142826,31
GEORGIA,GA,PAULDING COUNTY,13223,2011,143606,19
GEORGIA,GA,PAULDING COUNTY,13223,2012,143606,19
GEORGIA,GA,PAULDING COUNTY,13223,2013,144750,13
GEORGIA,GA,PAULDING COUNTY,13223,2014,146775,27
GEORGIA,GA,PAULDING COUNTY,13223,2015,148562,24
GEORGIA,GA,POLK COUNTY,13233,2010,41537,11
GEORGIA,GA,RICHMOND COUNTY,13245,2003,196958,14
GEORGIA,GA,RICHMOND COUNTY,13245,2004,196883,16
GEORGIA,GA,RICHMOND COUNTY,13245,2005,195837,10
GEORGIA,GA,RICHMOND COUNTY,13245,2006,196449,23
GEORGIA,GA,RICHMOND COUNTY,13245,2007,196483,13
GEORGIA,GA,RICHMOND COUNTY,13245,2008,198423,16
GEORGIA,GA,RICHMOND COUNTY,13245,2009,198489,19
GEORGIA,GA,RICHMOND COUNTY,13245,2010,201122,29
GEORGIA,GA,RICHMOND COUNTY,13245,2011,200618,21
GEORGIA,GA,RICHMOND COUNTY,13245,2012,200618,28
GEORGIA,GA,RICHMOND COUNTY,13245,2013,201827,15
GEORGIA,GA,RICHMOND COUNTY,13245,2014,201457,23
GEORGIA,GA,RICHMOND COUNTY,13245,2015,201448,39
GEORGIA,GA,ROCKDALE COUNTY,13247,2003,74860,11
GEORGIA,GA,ROCKDALE COUNTY,13247,2006,79911,10
GEORGIA,GA,ROCKDALE COUNTY,13247,2007,82146,10
GEORGIA,GA,ROCKDALE COUNTY,13247,2012,85423,10
GEORGIA,GA,ROCKDALE COUNTY,13247,2013,85453,10
GEORGIA,GA,ROCKDALE COUNTY,13247,2014,86522,10
GEORGIA,GA,ROCKDALE COUNTY,13247,2015,87222,10
GEORGIA,GA,SPALDING COUNTY,13255,2004,60588,11
GEORGIA,GA,SPALDING COUNTY,13255,2012,64045,15
GEORGIA,GA,SPALDING COUNTY,13255,2015,63703,14
GEORGIA,GA,TROUP COUNTY,13285,2011,67651,13
GEORGIA,GA,TROUP COUNTY,13285,2014,68859,10
GEORGIA,GA,TROUP COUNTY,13285,2015,69341,10
GEORGIA,GA,WALKER COUNTY,13295,2005,65160,13
GEORGIA,GA,WALKER COUNTY,13295,2007,67405,10
GEORGIA,GA,WALKER COUNTY,13295,2009,68612,11
GEORGIA,GA,WALKER COUNTY,13295,2011,68825,10
GEORGIA,GA,WALKER COUNTY,13295,2012,68825,12
GEORGIA,GA,WALKER COUNTY,13295,2014,68643,11
GEORGIA,GA,WALTON COUNTY,13297,2012,84647,15
GEORGIA,GA,WALTON COUNTY,13297,2013,84998,15
GEORGIA,GA,WALTON COUNTY,13297,2014,86068,13
GEORGIA,GA,WALTON COUNTY,13297,2015,87557,19
GEORGIA,GA,WARE COUNTY,13299,2009,35985,10
GEORGIA,GA,WARE COUNTY,13299,2014,35745,15
GEORGIA,GA,WHITFIELD COUNTY,13313,2004,91842,10
GEORGIA,GA,WHITFIELD COUNTY,13313,2005,94162,11
GEORGIA,GA,WHITFIELD COUNTY,13313,2006,96408,12
GEORGIA,GA,WHITFIELD COUNTY,13313,2008,100546,15
GEORGIA,GA,WHITFIELD COUNTY,13313,2009,101009,11
GEORGIA,GA,WHITFIELD COUNTY,13313,2010,102740,11
GEORGIA,GA,WHITFIELD COUNTY,13313,2011,102909,15
GEORGIA,GA,WHITFIELD COUNTY,13313,2012,102909,16
GEORGIA,GA,WHITFIELD COUNTY,13313,2013,102926,14
GEORGIA,GA,WHITFIELD COUNTY,13313,2014,102691,11
GEORGIA,GA,WHITFIELD COUNTY,13313,2015,103039,12
MONTANA,MT,CASCADE COUNTY,30013,2008,80529,10
MONTANA,MT,CASCADE COUNTY,30013,2013,81657,11
MONTANA,MT,FLATHEAD COUNTY,30029,2007,88245,10
MONTANA,MT,FLATHEAD COUNTY,30029,2008,90260,11
MONTANA,MT,FLATHEAD COUNTY,30029,2012,91282,11
MONTANA,MT,FLATHEAD COUNTY,30029,2013,91630,15
MONTANA,MT,FLATHEAD COUNTY,30029,2014,92988,10
MONTANA,MT,FLATHEAD COUNTY,30029,2015,94642,10
MONTANA,MT,GALLATIN COUNTY,30031,2009,89187,10
MONTANA,MT,MISSOULA COUNTY,30063,2003,99976,11
MONTANA,MT,MISSOULA COUNTY,30063,2005,102298,12
MONTANA,MT,MISSOULA COUNTY,30063,2008,107747,13
MONTANA,MT,MISSOULA COUNTY,30063,2009,108717,14
MONTANA,MT,MISSOULA COUNTY,30063,2010,109471,15
MONTANA,MT,MISSOULA COUNTY,30063,2012,110270,15
MONTANA,MT,MISSOULA COUNTY,30063,2013,111104,12
MONTANA,MT,MISSOULA COUNTY,30063,2015,112924,11
MONTANA,MT,SILVER BOW COUNTY,30093,2009,34008,11
MONTANA,MT,YELLOWSTONE COUNTY,30111,2003,133715,11
MONTANA,MT,YELLOWSTONE COUNTY,30111,2006,139582,10
MONTANA,MT,YELLOWSTONE COUNTY,30111,2007,141518,10
MONTANA,MT,YELLOWSTONE COUNTY,30111,2010,148405,14
MONTANA,MT,YELLOWSTONE COUNTY,30111,2011,149805,15
MONTANA,MT,YELLOWSTONE COUNTY,30111,2012,149805,10
MONTANA,MT,YELLOWSTONE COUNTY,30111,2013,151690,24
MONTANA,MT,YELLOWSTONE COUNTY,30111,2014,153857,14
MONTANA,MT,YELLOWSTONE COUNTY,30111,2015,155379,20
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2005,139311,11
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2006,141462,10
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2007,144712,11
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2008,147704,19
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2009,149954,20
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2011,152712,16
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2012,152712,19
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2013,153299,15
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2014,154209,16
NORTH CAROLINA,NC,ALAMANCE COUNTY,37001,2015,155439,14
NORTH CAROLINA,NC,ALEXANDER COUNTY,37003,2009,37053,11
NORTH CAROLINA,NC,ALEXANDER COUNTY,37003,2015,36993,11
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2003,80584,10
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2004,83327,11
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2005,87846,17
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2006,93938,17
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2008,103257,15
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2009,105777,25
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2010,108070,20
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2011,110196,29
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2012,110196,25
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2013,112039,28
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2014,114977,20
NORTH CAROLINA,NC,BRUNSWICK COUNTY,37019,2015,118382,28
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2003,214982,22
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2004,218139,31
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2005,221642,35
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2006,226524,22
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2007,230766,27
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2008,233772,19
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2009,236349,17
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2010,238743,21
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2011,241226,35
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2012,241226,25
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2013,243761,27
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2014,246952,28
NORTH CAROLINA,NC,BUNCOMBE COUNTY,37021,2015,249265,37
NORTH CAROLINA,NC,BURKE COUNTY,37023,2003,89493,10
NORTH CAROLINA,NC,BURKE COUNTY,37023,2004,89394,17
NORTH CAROLINA,NC,BURKE COUNTY,37023,2005,89526,14
NORTH CAROLINA,NC,BURKE COUNTY,37023,2006,89903,20
NORTH CAROLINA,NC,BURKE COUNTY,37023,2007,90146,25
NORTH CAROLINA,NC,BURKE COUNTY,37023,2008,90788,23
NORTH CAROLINA,NC,BURKE COUNTY,37023,2009,91178,17
NORTH CAROLINA,NC,BURKE COUNTY,37023,2010,90567,19
NORTH CAROLINA,NC,BURKE COUNTY,37023,2011,90533,16
NORTH CAROLINA,NC,BURKE COUNTY,37023,2012,90533,22
NORTH CAROLINA,NC,BURKE COUNTY,37023,2013,89965,29
NORTH CAROLINA,NC,BURKE COUNTY,37023,2014,89348,23
NORTH CAROLINA,NC,BURKE COUNTY,37023,2015,89292,31
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2004,146429,17
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2005,150797,28
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2006,157735,18
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2007,165717,17
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2008,171915,21
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2009,175993,21
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2010,178564,20
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2011,181187,14
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2012,181187,13
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2013,184358,27
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2014,187265,22
NORTH CAROLINA,NC,CABARRUS COUNTY,37025,2015,191737,23
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2004,79471,16
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2005,80218,10
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2006,80897,16
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2007,81588,10
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2008,82527,18
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2009,82798,17
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2011,82460,10
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2012,82460,13
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2014,82067,13
NORTH CAROLINA,NC,CALDWELL COUNTY,37027,2015,81698,27
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2004,62127,12
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2005,62833,11
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2008,64700,10
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2009,65670,12
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2010,66700,10
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2011,67432,17
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2014,68417,15
NORTH CAROLINA,NC,CARTERET COUNTY,37031,2015,68670,18
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2003,145601,17
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2004,147016,17
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2005,148629,12
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2006,150449,17
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2007,152448,29
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2008,153848,18
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2009,154610,24
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2010,154758,17
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2011,154501,27
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2012,154501,22
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2013,154739,17
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2014,155024,26
NORTH CAROLINA,NC,CATAWBA COUNTY,37035,2015,155157,24
NORTH CAROLINA,NC,CHEROKEE COUNTY,37039,2010,27435,11
NORTH CAROLINA,NC,CHEROKEE COUNTY,37039,2011,27185,17
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2003,97241,12
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2005,96844,10
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2006,96990,11
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2007,97524,10
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2008,98155,18
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2009,98211,13
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2010,97922,18
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2011,97452,10
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2012,97452,13
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2013,97332,14
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2014,96893,13
NORTH CAROLINA,NC,CLEVELAND COUNTY,37045,2015,97030,23
NORTH CAROLINA,NC,COLUMBUS COUNTY,37047,2005,55155,11
NORTH CAROLINA,NC,COLUMBUS COUNTY,37047,2009,58163,18
NORTH CAROLINA,NC,COLUMBUS COUNTY,37047,2010,57997,13
NORTH CAROLINA,NC,COLUMBUS COUNTY,37047,2014,57099,10
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2004,93548,13
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2005,94729,10
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2006,96926,13
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2008,99423,12
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2009,101923,11
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2010,104180,10
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2013,105381,16
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2014,104369,11
NORTH CAROLINA,NC,CRAVEN COUNTY,37049,2015,104168,20
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2003,303318,13
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2004,307629,18
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2005,303695,25
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2006,307365,24
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2007,308284,20
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2008,311800,34
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2009,317252,23
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2010,327247,34
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2011,330625,41
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2012,330625,40
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2013,330161,32
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2014,333253,39
NORTH CAROLINA,NC,CUMBERLAND COUNTY,37051,2015,332680,46
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2003,152809,18
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2004,154179,21
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2005,155425,24
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2006,157209,28
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2007,159126,19
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2008,161520,28
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2009,162406,18
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2010,162841,15
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2011,162934,30
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2012,162934,26
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2013,163064,32
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2014,163337,31
NORTH CAROLINA,NC,DAVIDSON COUNTY,37057,2015,163437,23
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2003,235570,14
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2004,238376,14
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2005,241785,11
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2006,246929,21
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2007,252796,22
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2008,259356,22
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2009,265356,13
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2010,271366,16
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2011,276609,22
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2012,276609,17
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2013,282757,20
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2014,288856,21
NORTH CAROLINA,NC,DURHAM COUNTY,37063,2015,295324,20
NORTH CAROLINA,NC,EDGECOMBE COUNTY,37065,2013,55667,10
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2003,316659,20
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2004,319997,18
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2005,325065,15
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2006,332110,36
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2007,338638,28
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2008,344330,31
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2009,348532,33
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2010,351378,18
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2011,354545,43
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2012,354545,39
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2013,357644,32
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2014,360677,48
NORTH CAROLINA,NC,FORSYTH COUNTY,37067,2015,364555,58
NORTH CAROLINA,NC,GASTON COUNTY,37071,2003,191545,29
NORTH CAROLINA,NC,GASTON COUNTY,37071,2004,191646,39
NORTH CAROLINA,NC,GASTON COUNTY,37071,2005,193527,35
NORTH CAROLINA,NC,GASTON COUNTY,37071,2006,196284,32
NORTH CAROLINA,NC,GASTON COUNTY,37071,2007,200377,39
NORTH CAROLINA,NC,GASTON COUNTY,37071,2008,204454,35
NORTH CAROLINA,NC,GASTON COUNTY,37071,2009,205884,57
NORTH CAROLINA,NC,GASTON COUNTY,37071,2010,206114,46
NORTH CAROLINA,NC,GASTON COUNTY,37071,2011,206894,42
NORTH CAROLINA,NC,GASTON COUNTY,37071,2012,206894,41
NORTH CAROLINA,NC,GASTON COUNTY,37071,2013,207915,42
NORTH CAROLINA,NC,GASTON COUNTY,37071,2014,209242,40
NORTH CAROLINA,NC,GASTON COUNTY,37071,2015,210599,36
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2003,436327,29
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2004,440597,33
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2005,448192,36
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2006,458792,49
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2007,468466,41
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2008,477809,28
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2009,484180,49
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2010,489626,36
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2011,495022,43
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2012,495022,46
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2013,500618,30
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2014,506537,47
NORTH CAROLINA,NC,GUILFORD COUNTY,37081,2015,512414,55
NORTH CAROLINA,NC,HALIFAX COUNTY,37083,2015,52840,11
NORTH CAROLINA,NC,HARNETT COUNTY,37085,2008,108752,10
NORTH CAROLINA,NC,HARNETT COUNTY,37085,2010,115757,10
NORTH CAROLINA,NC,HARNETT COUNTY,37085,2012,119201,16
NORTH CAROLINA,NC,HARNETT COUNTY,37085,2013,122250,13
NORTH CAROLINA,NC,HARNETT COUNTY,37085,2014,125093,14
NORTH CAROLINA,NC,HARNETT COUNTY,37085,2015,126769,11
NORTH CAROLINA,NC,HAYWOOD COUNTY,37087,2008,58811,12
NORTH CAROLINA,NC,HAYWOOD COUNTY,37087,2010,58930,13
